,popularity,vote_count,original_language,title,vote_average,overview,release_date
6236,10.261,71,en,American Satan,5.9,"A young rock band, half from England and half from the US, drop out of college and move to the Sunset Strip to chase their dreams.",2017-10-13
6237,10.747,404,en,Just Visiting,4.6,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. Remake of  1993 French film Les Visiteurs (The Visitors).",2001-04-06
6238,10.747,317,en,The Skulls,5.7,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",2000-03-31
6239,10.745,448,en,That Thing You Do!,6.9,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",1996-10-04
6240,10.359,19,en,Big Time Adolescence,6.4,"A 16 year old virgin with a growth hormone deficiency slowly gets corrupted by his hero, an aimless college dropout.",2020-03-13
6241,11.157,181,en,The Beach Bum,5.3,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",2019-03-21
6242,10.743,106,en,Porky's 3: Revenge,5.1,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game since he has bet on the opposing team.",1985-03-22
6243,10.743,173,en,Willard,5.9,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",2003-03-14
6244,15.039,0,id,Tarung Sarung,0.0,Plot unknown.,2020-04-02
6245,10.742,128,en,Sugar & Spice,6.0,"When Jack and Diane find themselves in an unexpected adult situation, the A-Squad comes to their rescue. In order to help their friend Diane, the A-Squad goes where no cheerleader has gone before: taking on a little after-school project known as bank robbery. But the A-Squad does things their way -- with sugar and spice -- forever changing their friendship, their future and the nation's notion of teen spirit.",2001-01-24
6246,10.741,159,en,Silver Streak,6.7,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",1976-12-03
6247,10.741,604,en,The Devil's Own,6.1,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1997-03-12
6248,10.74,122,en,The Powerpuff Girls Movie,6.1,"The Powerpuff Girls Movie tells the origin story of how the Powerpuff Girls were created and how they came to be the defenders of Townsville. It was the first Hanna-Barbera/Cartoon Network Studios theatrical feature film since 1993's Once Upon a Forest, and is the only film based on a Cartoon Network series to be released theatrically.",2002-07-03
6249,10.74,212,en,This Film Is Not Yet Rated,7.3,"Kirby Dick's provocative documentary investigates the secretive and inconsistent process by which the Motion Picture Association of America rates films, revealing the organization's underhanded efforts to control culture. Dick questions whether certain studios get preferential treatment and exposes the discrepancies in how the MPAA views sex and violence.",2006-01-26
6250,10.319,12,cn,P Storm,7.8,"Liu Yue Ping reports to the ICAC about a rich 2G Cao Yuen Yuen who bribed officers of the Hong Kong Correctional Services (HKCS) from inside the prison. William Luk decides to infiltrate the prison as an inmate to conduct his investigation, while his partner Ching Tak Ming and Chief Inspector Lau Po-keung back him up from the outside.",2019-04-04
6251,9.12,74,hi,Uri: The Surgical Strike,7.3,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",2019-01-11
6252,10.739,150,en,The Last Seduction,6.7,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory (Linda Fiorentino) convinces her husband, Clay (Bill Pullman), to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale (Peter Berg). After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",1994-05-26
6253,10.738,420,cn,Chinese Zodiac,6.0,"Asian Hawk (Jackie Chan) leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",2012-12-20
6254,15.032,284,en,The Trust,5.0,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,2016-04-29
6255,10.737,107,en,Leprechaun 3,5.5,"It was a normal night in Las Vegas, Nevada, all the lights were flashing brightly, until a man with one hand, one eye, and one leg walks into a pawn shop with a statue of a hideous looking Leprechaun. The owner claims it's a good luck charm. The statue also wore a medallion around it's neck. The careless pawn shop owner took off the medallion setting the Leprechaun free...",1995-07-04
6256,10.737,153,en,Double Dragon,4.2,"Set 15 years in the future in post-earthquake California, where San Diego and Los Angeles are merged into one city, two teenage brothers have half of a powerful ancient Chinese talisman. An evil gang leader named Bo Abobo has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power of the magical Double Dragon medallion.",1994-11-04
6257,10.068,458,en,Son of a Gun,6.2,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",2014-10-16
6258,10.735,220,en,"No Retreat, No Surrender",5.7,"Young Jason Stillwell (Kurt McKinney) moves with his parents to Seattle, where local bullies harass them without mercy. Jason's father Tom (Tim Baker) does not believe in violence, so the family takes it on the chin. One day Jason enrolls in a martial arts class and quietly rises in rank to be a major contender. His mettle is tested in an international match against Ivan, a Russian champion.",1986-05-02
6259,8.151,93,en,X-Men: The Mutant Watch,6.6,"While Senator Kelly addresses a senate committee about the supposed mutant menace, we learn about the making of the movie, X-Men.",2000-07-02
6260,10.734,395,en,Bad Lieutenant,7.2,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness.",1992-09-16
